id,lead_time,arrival_week,duration,prev_cancel,booking_changes,waiting_period,per_Day_price,parking,special_request,segment,deposit,cust_type,is_cancelled
930,49,17,1,0,0,0,90.9,0,1,Online TA,No Deposit     ,Transient,0
931,88,15,5,0,0,0,159.43,0,0,Online TA,No Deposit     ,Transient,1
932,198,30,0,0,1,0,86.75,0,0,Online TA,No Deposit     ,Transient-Party,0
933,33,13,2,0,0,0,140.4,0,0,Online TA,No Deposit     ,Transient,1
934,50,27,3,0,0,0,150.3,0,0,Online TA,No Deposit     ,Transient,1
935,8,10,2,0,0,0,56,0,0,Offline TA/TO,No Deposit     ,Transient-Party,1
936,87,15,2,0,0,0,95,0,0,Groups,Non Refund     ,Transient,1
937,18,29,1,0,0,0,75,0,0,Groups,No Deposit     ,Transient-Party,0
938,257,27,2,0,1,0,80,0,0,Offline TA/TO,No Deposit     ,Transient,0
939,128,27,1,0,0,0,109.8,0,1,Online TA,No Deposit     ,Transient,0
940,198,21,1,0,0,98,65,0,0,Groups,No Deposit     ,Transient-Party,0
941,178,32,4,0,0,0,139.5,1,0,Online TA,No Deposit     ,Transient,0
942,115,15,2,0,0,34,65,0,0,Groups,No Deposit     ,Transient-Party,1
943,12,21,0,0,0,0,93,0,0,Corporate,No Deposit     ,Transient,0
944,34,50,2,1,0,0,90,0,0,Offline TA/TO,Non Refund     ,Transient,1
945,52,11,1,0,0,0,80,0,0,Offline TA/TO,Non Refund     ,Transient,1
946,594,8,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
947,419,36,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
948,16,6,3,0,1,0,70.69,0,1,Online TA,No Deposit     ,Transient,0
949,0,41,0,0,0,0,156,0,0,Online TA,No Deposit     ,Transient,0
950,160,33,5,0,1,0,138.55,0,0,Online TA,No Deposit     ,Transient-Party,0
951,61,4,2,0,0,0,80,0,0,Groups,Non Refund     ,Transient,1
952,420,36,2,0,0,0,75,0,0,Groups,Non Refund     ,Transient,1
953,143,23,2,0,0,0,120,0,1,Online TA,No Deposit     ,Transient,0
954,140,27,1,0,0,0,128.7,0,3,Online TA,No Deposit     ,Transient,0
955,112,15,3,0,0,0,105,0,2,Online TA,No Deposit     ,Transient-Party,0
956,34,10,2,0,0,0,139.67,0,3,Direct,No Deposit     ,Transient,0
957,102,16,3,0,0,0,148.5,0,0,Online TA,No Deposit     ,Transient,0
958,521,35,1,0,0,0,90,0,0,Offline TA/TO,Non Refund     ,Transient,1
959,95,48,0,0,0,0,84.6,0,2,Online TA,No Deposit     ,Transient,1
960,125,34,2,0,0,0,105.3,0,3,Online TA,No Deposit     ,Transient,0
961,5,37,3,0,1,0,105,0,0,Online TA,No Deposit     ,Contract,0
962,132,30,1,0,0,0,90,0,0,Groups,No Deposit     ,Transient-Party,0
963,50,49,3,0,2,0,101.1,0,3,Direct,No Deposit     ,Transient,0
964,230,39,2,0,0,0,109.65,0,0,Online TA,No Deposit     ,Transient,1
965,55,37,0,0,0,0,75,0,0,Groups,No Deposit     ,Transient-Party,0
966,61,27,6,0,1,0,94.8,0,0,Online TA,No Deposit     ,Transient,0
967,24,49,2,0,0,0,123.5,0,1,Online TA,No Deposit     ,Contract,0
968,87,39,3,0,0,0,170,0,0,Groups,Non Refund     ,Transient,1
969,0,2,0,0,0,0,81,0,0,Online TA,No Deposit     ,Transient,0
970,134,8,1,0,1,0,84,1,1,Groups,No Deposit     ,Transient-Party,0
971,191,33,3,0,2,0,132.5,0,0,Online TA,No Deposit     ,Transient,0
972,1,14,1,0,0,0,89,0,0,Online TA,No Deposit     ,Transient,1
973,2,45,3,0,0,0,90.09,0,0,Online TA,No Deposit     ,Transient,0
974,7,15,2,0,0,0,161,1,1,Direct,No Deposit     ,Transient,0
975,207,40,2,1,0,0,48,0,0,Offline TA/TO,No Deposit     ,Transient,1
976,125,16,3,0,0,0,85,0,0,Groups,Non Refund     ,Transient,1
977,12,23,1,0,0,0,140,0,1,Online TA,No Deposit     ,Transient,1
978,178,18,3,1,0,46,110,0,0,Offline TA/TO,Non Refund     ,Transient,1
979,155,22,3,0,0,0,138,0,1,Online TA,No Deposit     ,Transient,0
980,61,4,2,0,0,0,80,0,0,Groups,Non Refund     ,Transient,1
981,247,33,2,0,0,0,96.3,0,0,Online TA,No Deposit     ,Transient,1
982,28,38,2,0,0,0,159,0,1,Online TA,No Deposit     ,Transient,0
983,279,42,3,0,0,0,110,0,0,Offline TA/TO,Non Refund     ,Transient,1
984,43,9,0,0,0,0,108,0,3,Online TA,No Deposit     ,Transient,0
985,0,20,3,0,0,0,108.8,0,0,Offline TA/TO,No Deposit     ,Transient,0
986,249,28,4,0,0,0,68.61,0,1,Online TA,No Deposit     ,Transient,0
987,44,8,3,0,0,3,75,0,0,Offline TA/TO,Non Refund     ,Transient,1
988,124,33,4,0,0,0,146.7,0,0,Online TA,No Deposit     ,Transient,1
989,167,20,1,0,0,0,126,0,1,Online TA,No Deposit     ,Transient,1
990,18,21,1,0,0,0,114,0,1,Online TA,No Deposit     ,Transient,0
991,233,21,2,0,0,0,136.5,0,0,Online TA,No Deposit     ,Transient,1
992,317,23,5,0,0,0,142.2,0,0,Online TA,No Deposit     ,Transient,1
993,6,20,1,0,0,0,129,0,0,Corporate,No Deposit     ,Transient-Party,0
994,5,34,2,0,0,0,75,0,0,Direct,No Deposit     ,Transient,0
995,94,16,2,0,0,0,85.5,0,1,Online TA,No Deposit     ,Transient-Party,0
996,63,5,1,0,0,0,77.76,0,0,Online TA,No Deposit     ,Transient,1
997,4,3,2,0,0,0,103,0,3,Online TA,No Deposit     ,Transient,0
998,1,16,1,0,0,0,89,1,1,Online TA,No Deposit     ,Transient,0
999,102,42,2,0,0,0,109,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1000,102,24,0,0,1,0,71,0,2,Groups,No Deposit     ,Transient-Party,0
1001,40,28,1,0,0,0,203.33,0,1,Online TA,No Deposit     ,Transient,0
1002,75,38,2,0,0,0,62,0,0,Groups,No Deposit     ,Transient-Party,1
1003,10,4,0,0,0,0,0,0,1,Online TA,No Deposit     ,Transient,0
1004,49,13,1,0,0,0,110,1,0,Online TA,No Deposit     ,Transient,0
1005,305,45,2,0,0,0,89,0,0,Offline TA/TO,Non Refund     ,Transient,1
1006,59,5,2,0,3,0,87,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1007,396,26,0,0,0,0,122.4,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1008,56,23,0,0,0,0,120,0,0,Groups,No Deposit     ,Transient-Party,1
1009,475,44,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1010,315,48,1,2,0,0,65.8,0,1,Direct,No Deposit     ,Transient-Party,1
1011,1,10,0,0,0,0,91.08,0,0,Online TA,No Deposit     ,Transient,0
1012,23,45,1,0,0,0,65,0,0,Corporate,No Deposit     ,Transient,1
1013,157,29,2,0,0,0,121.5,0,1,Online TA,No Deposit     ,Transient-Party,0
1014,8,29,3,0,0,0,151,0,1,Online TA,No Deposit     ,Transient,1
1015,12,51,1,0,0,0,75.2,0,0,Online TA,No Deposit     ,Transient,0
1016,11,43,5,0,1,0,116.71,0,3,Online TA,No Deposit     ,Contract,0
1017,1,8,1,0,0,0,80,0,0,Corporate,No Deposit     ,Transient-Party,0
1018,33,22,1,0,0,0,108.9,0,0,Online TA,No Deposit     ,Transient,0
1019,330,37,2,1,0,0,62,0,0,Groups,No Deposit     ,Transient-Party,1
1020,15,23,5,0,0,0,115.84,0,1,Direct,No Deposit     ,Transient,0
1021,301,31,1,0,0,0,115,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1022,134,8,1,0,0,0,75,0,0,Groups,No Deposit     ,Transient-Party,0
1023,178,18,3,1,0,46,110,0,0,Offline TA/TO,Non Refund     ,Transient,1
1024,0,4,1,0,0,0,65,0,0,Corporate,No Deposit     ,Transient,1
1025,127,19,5,0,0,0,99.45,0,1,Online TA,No Deposit     ,Transient,0
1026,201,24,4,0,0,0,110,0,0,Groups,Non Refund     ,Transient,1
1027,153,25,4,0,0,0,110,0,0,Corporate,Non Refund     ,Transient,1
1028,23,2,1,0,1,0,89.5,0,1,Online TA,No Deposit     ,Transient,0
1029,133,16,4,0,0,0,124,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1030,16,1,1,0,0,0,156,0,1,Online TA,No Deposit     ,Transient,0
1031,174,28,5,0,0,0,103.2,0,0,Online TA,No Deposit     ,Transient,1
1032,247,44,2,0,0,0,110,0,0,Groups,Non Refund     ,Transient,1
1033,135,16,2,0,0,0,90,0,0,Groups,Non Refund     ,Transient,1
1034,171,30,3,0,4,0,121.5,0,1,Online TA,No Deposit     ,Transient,0
1035,16,44,1,0,0,0,140,0,2,Online TA,No Deposit     ,Transient,1
1036,37,42,3,0,0,0,95,0,0,Offline TA/TO,No Deposit     ,Transient-Party,1
1037,201,33,3,0,0,0,112.5,0,0,Online TA,No Deposit     ,Transient-Party,0
1038,7,47,3,0,0,0,78.63,0,2,Online TA,No Deposit     ,Transient,1
1039,117,29,3,0,0,0,72.25,0,0,Offline TA/TO,No Deposit     ,Transient,0
1040,219,21,3,0,0,0,96.33,0,1,Online TA,No Deposit     ,Transient,0
1041,16,40,5,0,0,0,114.57,0,0,Online TA,No Deposit     ,Transient,0
1042,122,21,1,0,1,0,104,0,0,Groups,No Deposit     ,Transient-Party,0
1043,2,48,4,0,0,0,97.54,0,1,Online TA,No Deposit     ,Transient,0
1044,48,46,3,1,0,0,115.2,0,2,Online TA,No Deposit     ,Contract,1
1045,92,46,1,0,0,0,79.2,0,2,Online TA,No Deposit     ,Transient,1
1046,1,30,1,0,0,0,108,0,0,Online TA,No Deposit     ,Transient,0
1047,156,28,1,0,0,0,116.1,0,0,Online TA,No Deposit     ,Transient,0
1048,46,45,3,0,0,0,129.6,0,2,Online TA,No Deposit     ,Transient,0
1049,15,53,5,0,1,0,140,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1050,191,14,3,0,0,0,88.4,0,0,Online TA,No Deposit     ,Transient,1
1051,130,31,3,0,0,0,155,0,2,Online TA,No Deposit     ,Transient,1
1052,12,34,1,1,0,0,0,0,0,Complementary,No Deposit     ,Transient,1
1053,275,17,0,0,0,0,110,0,0,Offline TA/TO,Non Refund     ,Transient,1
1054,200,52,5,0,0,0,130.05,0,0,Online TA,No Deposit     ,Transient,1
1055,5,34,1,0,0,0,105,0,2,Online TA,No Deposit     ,Contract,0
1056,41,53,1,0,0,0,65,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1057,1,37,3,0,1,0,90,0,0,Corporate,No Deposit     ,Transient-Party,0
1058,5,13,3,0,2,0,183.67,0,2,Online TA,No Deposit     ,Transient,0
1059,110,15,2,0,0,0,99,0,1,Online TA,No Deposit     ,Transient,0
1060,148,53,4,0,0,79,67,0,0,Offline TA/TO,Non Refund     ,Transient,1
1061,39,14,3,0,0,0,150.3,0,0,Online TA,No Deposit     ,Transient,0
1062,61,4,2,0,0,0,80,0,0,Groups,Non Refund     ,Transient,1
1063,0,1,1,0,1,0,88,0,0,Direct,No Deposit     ,Transient,0
1064,49,27,4,0,1,0,103.5,0,0,Direct,No Deposit     ,Transient,0
1065,115,20,3,0,0,0,135,0,0,Online TA,No Deposit     ,Transient,1
1066,349,41,5,0,0,162,123.33,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1067,117,17,4,0,0,0,99.45,0,0,Online TA,No Deposit     ,Transient,1
1068,196,26,1,0,0,0,117,0,2,Online TA,No Deposit     ,Transient,1
1069,4,39,2,1,0,0,65,0,1,Corporate,No Deposit     ,Transient,0
1070,165,41,2,0,0,0,151.2,0,0,Online TA,No Deposit     ,Transient,1
1071,384,30,2,0,0,0,65,0,0,Groups,Non Refund     ,Transient,1
1072,6,7,1,0,1,0,98,0,0,Direct,No Deposit     ,Transient,0
1073,97,34,5,0,6,0,125,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1074,11,51,1,0,0,0,62.37,0,1,Online TA,No Deposit     ,Transient,0
1075,178,18,3,1,0,46,110,0,0,Offline TA/TO,Non Refund     ,Transient,1
1076,39,33,2,0,0,0,109,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1077,149,25,1,0,0,0,130,0,0,Groups,No Deposit     ,Transient-Party,1
1078,204,29,5,0,0,0,151.06,0,1,Online TA,No Deposit     ,Transient,0
1079,18,1,2,0,1,0,116.79,0,2,Offline TA/TO,No Deposit     ,Transient,1
1080,8,5,5,0,0,0,74.8,0,1,Online TA,No Deposit     ,Transient,1
1081,12,5,2,0,0,0,80,0,0,Corporate,No Deposit     ,Transient,0
1082,267,14,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1083,302,19,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1084,121,31,2,0,0,0,93.33,0,1,Online TA,No Deposit     ,Transient,0
1085,335,38,2,1,0,0,62,0,0,Groups,Non Refund     ,Contract,1
1086,32,46,1,0,0,0,96.3,0,3,Online TA,No Deposit     ,Contract,0
1087,214,48,2,0,1,0,85,0,0,Groups,No Deposit     ,Transient,0
1088,18,5,2,0,0,0,88,0,0,Online TA,No Deposit     ,Transient,1
1089,10,28,5,0,1,0,148.75,0,3,Direct,No Deposit     ,Transient,0
1090,23,31,0,0,0,0,120,0,1,Direct,No Deposit     ,Transient,0
1091,104,20,2,0,0,0,160,0,0,Groups,Non Refund     ,Transient,1
1092,37,38,2,0,1,0,94.5,1,0,Online TA,No Deposit     ,Transient-Party,0
1093,3,4,1,0,0,0,88,0,0,Online TA,No Deposit     ,Transient,0
1094,170,26,2,0,0,0,145.88,0,0,Direct,No Deposit     ,Transient,0
1095,270,17,4,0,0,187,80,0,2,Offline TA/TO,No Deposit     ,Transient-Party,0
1096,219,40,2,0,0,0,120,0,0,Groups,Non Refund     ,Transient,1
1097,40,10,4,0,0,0,100.3,0,0,Online TA,No Deposit     ,Transient,1
1098,192,23,3,0,0,0,89.1,0,0,Offline TA/TO,No Deposit     ,Transient,0
1099,77,9,2,0,0,0,64,0,0,Groups,Non Refund     ,Transient,1
1100,301,33,2,1,0,0,101.5,0,0,Offline TA/TO,Non Refund     ,Transient-Party,1
1101,34,41,1,0,0,0,108,0,0,Online TA,No Deposit     ,Transient,1
1102,158,22,2,0,0,31,130,0,0,Groups,Non Refund     ,Transient,1
1103,90,14,5,0,0,0,159.68,0,1,Online TA,No Deposit     ,Transient,1
1104,202,42,1,0,2,0,120,0,1,Online TA,No Deposit     ,Transient,0
1105,162,38,3,0,0,0,70,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1106,178,34,3,0,0,0,124.5,0,0,Online TA,No Deposit     ,Transient,1
1107,12,25,1,0,0,0,160,0,1,Online TA,No Deposit     ,Transient,0
1108,80,13,2,0,0,0,90,0,0,Offline TA/TO,Non Refund     ,Transient,1
1109,65,50,2,0,0,0,68,0,1,Offline TA/TO,No Deposit     ,Transient,0
1110,145,18,4,0,1,0,69.56,0,0,Online TA,No Deposit     ,Transient,0
1111,41,45,2,0,0,0,60,0,0,Offline TA/TO,No Deposit     ,Transient,0
1112,141,23,3,0,0,0,135.33,0,0,Online TA,No Deposit     ,Transient,1
1113,87,18,4,0,0,0,108.29,0,0,Online TA,No Deposit     ,Transient,0
1114,159,15,1,0,0,0,70,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1115,103,43,2,0,0,0,132.3,0,1,Online TA,No Deposit     ,Transient,1
1116,103,32,6,0,0,0,200,0,1,Direct,No Deposit     ,Transient,0
1117,200,27,5,0,0,0,89.1,0,2,Direct,No Deposit     ,Transient,0
1118,83,52,0,0,0,0,75,0,0,Offline TA/TO,No Deposit     ,Transient,0
1119,176,31,5,0,0,0,80.1,0,0,Offline TA/TO,No Deposit     ,Transient,0
1120,17,28,2,0,0,0,166,0,1,Online TA,No Deposit     ,Transient,1
1121,212,23,2,0,0,0,99,0,1,Online TA,No Deposit     ,Transient,0
1122,32,22,2,0,0,0,160,0,2,Online TA,No Deposit     ,Transient,0
1123,15,8,4,0,0,0,71.4,0,0,Online TA,No Deposit     ,Transient,1
1124,405,27,2,0,0,0,114.4,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1125,39,41,0,0,1,0,134,0,1,Online TA,No Deposit     ,Transient,1
1126,34,39,3,0,0,33,224.67,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1127,61,34,1,0,0,0,125,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1128,79,27,2,0,0,0,120,0,0,Online TA,No Deposit     ,Transient,1
1129,35,7,1,0,0,0,72.9,0,1,Online TA,No Deposit     ,Transient,1
1130,153,30,2,0,0,0,80.1,0,0,Offline TA/TO,No Deposit     ,Transient,0
1131,178,35,2,0,0,0,117.6,0,0,Offline TA/TO,No Deposit     ,Transient,1
1132,35,15,3,0,0,0,85.5,0,0,Offline TA/TO,No Deposit     ,Transient,0
1133,145,33,2,0,0,0,186.3,0,1,Online TA,No Deposit     ,Transient,0
1134,63,10,1,0,0,0,80.3,0,0,Online TA,No Deposit     ,Transient-Party,0
1135,102,33,1,0,0,0,125,0,1,Online TA,No Deposit     ,Transient,0
1136,36,40,3,0,0,0,87,0,0,Groups,No Deposit     ,Transient-Party,0
1137,40,3,3,0,0,0,84.85,0,1,Online TA,No Deposit     ,Transient,0
1138,151,12,1,0,0,0,95,0,0,Groups,No Deposit     ,Transient-Party,0
1139,258,23,1,0,0,0,117,0,1,Online TA,No Deposit     ,Transient,0
1140,178,23,2,0,0,0,130,0,0,Groups,Non Refund     ,Transient,1
1141,207,18,3,0,0,0,117,0,2,Online TA,No Deposit     ,Transient,0
1142,76,13,5,0,0,0,96,0,1,Online TA,No Deposit     ,Transient,0
1143,31,41,2,0,0,0,85.5,0,2,Online TA,No Deposit     ,Contract,0
1144,193,26,2,0,0,39,120,0,0,Offline TA/TO,Non Refund     ,Transient,1
1145,262,46,2,1,0,0,62.8,0,0,Groups,Non Refund     ,Transient,1
1146,88,30,2,0,0,0,190,0,1,Online TA,No Deposit     ,Transient,0
1147,82,10,3,0,0,0,108.8,0,1,Online TA,No Deposit     ,Transient,1
1148,31,27,2,0,0,0,98.1,0,1,Online TA,No Deposit     ,Transient,0
1149,233,45,1,0,0,0,60,0,0,Groups,No Deposit     ,Transient-Party,0
1150,2,51,2,0,0,0,81.6,0,0,Online TA,No Deposit     ,Transient,1
1151,344,25,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1152,102,42,2,0,0,0,109,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1153,47,17,1,0,1,0,171,0,0,Online TA,No Deposit     ,Transient,1
1154,337,24,2,0,0,0,62,0,0,Groups,Non Refund     ,Transient,1
1155,114,25,4,0,0,0,150.45,0,0,Online TA,No Deposit     ,Transient,0
1156,99,34,1,0,0,0,125,0,0,Online TA,No Deposit     ,Transient,1
1157,0,22,0,0,0,0,119,0,0,Direct,No Deposit     ,Transient,0
1158,237,42,3,0,0,0,128.4,0,0,Online TA,No Deposit     ,Transient,1
1159,105,20,2,0,0,0,160,0,0,Offline TA/TO,Non Refund     ,Transient,1
1160,12,41,0,0,0,0,72,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1161,54,14,1,0,0,0,174.9,0,2,Online TA,No Deposit     ,Transient,0
1162,79,31,3,0,0,0,120,0,0,Direct,No Deposit     ,Transient,1
1163,151,4,3,0,3,63,71,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1164,189,30,5,0,0,0,103.1,0,0,Offline TA/TO,No Deposit     ,Transient,0
1165,42,11,2,0,0,5,110,0,0,Groups,Non Refund     ,Transient,1
1166,72,44,3,0,0,58,85.67,0,0,Groups,No Deposit     ,Transient-Party,0
1167,3,27,0,0,0,0,124,0,0,Offline TA/TO,No Deposit     ,Transient,0
1168,132,13,3,0,0,0,61.52,0,1,Online TA,No Deposit     ,Transient,0
1169,61,36,2,0,1,0,62,0,0,Groups,No Deposit     ,Transient-Party,0
1170,180,47,0,0,0,0,54.75,0,2,Online TA,No Deposit     ,Transient,0
1171,121,26,2,0,0,0,90,0,0,Offline TA/TO,Non Refund     ,Transient,1
1172,191,20,2,0,0,0,138.6,0,0,Online TA,No Deposit     ,Transient,1
1173,92,41,4,0,0,58,70,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1174,39,33,1,0,0,0,62,0,0,Groups,No Deposit     ,Transient-Party,0
1175,83,19,1,0,0,0,75,0,0,Offline TA/TO,No Deposit     ,Transient,0
1176,99,13,3,0,2,0,85.5,0,0,Online TA,No Deposit     ,Transient-Party,0
1177,117,10,2,1,0,44,75,0,0,Offline TA/TO,Non Refund     ,Transient,1
1178,286,21,1,0,0,75,65,0,0,Groups,Non Refund     ,Transient,1
1179,4,35,4,0,0,0,62,0,0,Groups,No Deposit     ,Transient-Party,0
1180,277,46,2,0,0,0,100,0,0,Groups,Non Refund     ,Transient,1
1181,271,39,3,0,1,0,101.33,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1182,105,34,3,0,0,0,125,0,1,Online TA,No Deposit     ,Transient,1
1183,65,50,2,0,1,0,72.07,0,2,Online TA,No Deposit     ,Transient,0
1184,8,50,1,0,0,0,79,0,0,Corporate,No Deposit     ,Transient,0
1185,31,7,2,0,0,0,72.9,0,0,Online TA,No Deposit     ,Transient,1
1186,261,42,1,1,0,0,120,0,0,Offline TA/TO,Non Refund     ,Transient-Party,1
1187,286,43,0,0,0,0,90,0,0,Offline TA/TO,Non Refund     ,Transient,1
1188,305,45,2,0,0,0,89,0,0,Offline TA/TO,Non Refund     ,Transient,1
1189,7,21,1,0,0,0,150.45,0,0,Direct,No Deposit     ,Transient,0
1190,150,24,3,0,0,0,120,0,0,Offline TA/TO,Non Refund     ,Transient,1
1191,38,2,1,0,0,0,75,0,0,Corporate,Non Refund     ,Transient,1
1192,43,34,3,0,0,0,149.1,0,0,Online TA,No Deposit     ,Transient,1
1193,33,42,1,0,1,0,120,0,0,Direct,No Deposit     ,Transient,0
1194,187,35,7,0,0,0,84.72,0,0,Online TA,No Deposit     ,Transient,1
1195,106,5,1,0,0,0,192.8,0,1,Online TA,No Deposit     ,Transient,0
1196,22,4,2,0,0,0,71.69,0,1,Online TA,No Deposit     ,Transient,0
1197,11,50,2,0,0,0,0,0,1,Complementary,No Deposit     ,Transient,0
1198,118,24,1,0,1,0,110,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1199,64,31,0,0,0,0,94.5,0,0,Online TA,No Deposit     ,Transient,0
1200,35,10,4,0,0,0,73.37,0,0,Online TA,No Deposit     ,Transient,0
1201,40,33,1,0,0,0,245.95,1,0,Direct,No Deposit     ,Transient,0
1202,74,38,2,0,0,0,80,0,0,Offline TA/TO,Non Refund     ,Transient-Party,1
1203,223,27,4,0,0,0,89.1,0,0,Online TA,No Deposit     ,Transient,1
1204,305,45,2,0,0,0,89,0,0,Offline TA/TO,Non Refund     ,Transient,1
1205,122,37,4,0,0,0,144.9,0,3,Online TA,No Deposit     ,Transient,0
1206,271,39,3,0,1,0,85.67,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1207,218,23,3,0,0,0,99,0,0,Online TA,No Deposit     ,Transient,1
1208,28,9,3,0,0,0,95,0,0,Groups,Non Refund     ,Transient,1
1209,212,43,1,0,1,0,96.3,0,2,Online TA,No Deposit     ,Transient,0
1210,290,32,1,1,0,0,62,0,0,Groups,Non Refund     ,Contract,1
1211,60,14,3,0,0,0,107.78,0,1,Online TA,No Deposit     ,Transient,0
1212,59,34,2,0,0,0,129,0,1,Online TA,No Deposit     ,Transient,1
1213,1,53,1,0,0,0,95,0,1,Online TA,No Deposit     ,Transient,0
1214,34,38,2,0,0,0,226.95,0,0,Direct,No Deposit     ,Transient,0
1215,92,11,3,0,0,0,85,0,0,Groups,Non Refund     ,Transient,1
1216,6,25,1,0,0,0,144,0,0,Online TA,No Deposit     ,Transient,0
1217,260,27,2,1,0,0,62,0,0,Groups,Non Refund     ,Transient-Party,1
1218,54,33,1,0,0,0,189,0,2,Online TA,No Deposit     ,Transient,1
1219,94,25,4,0,0,0,144,0,0,Online TA,No Deposit     ,Transient,1
1220,83,25,1,0,0,0,167.4,0,1,Online TA,No Deposit     ,Transient,0
1221,41,13,4,0,0,0,138.13,0,0,Online TA,No Deposit     ,Transient,1
1222,102,42,2,0,0,0,109,0,0,Offline TA/TO,No Deposit     ,Transient-Party,0
1223,346,38,2,0,0,0,115,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1224,284,43,2,0,0,0,74.15,0,1,Online TA,No Deposit     ,Transient,0
1225,30,45,2,0,0,0,140.88,0,2,Online TA,No Deposit     ,Transient,0
1226,195,38,2,1,0,0,48,0,0,Offline TA/TO,No Deposit     ,Transient,1
1227,38,37,2,0,0,0,149.4,0,0,Online TA,No Deposit     ,Transient,1
1228,0,52,4,0,0,0,82.88,0,0,Online TA,No Deposit     ,Transient,0
1229,503,48,2,0,0,0,62.8,0,0,Groups,Non Refund     ,Transient,1
1230,16,11,3,0,0,0,76,0,0,Corporate,No Deposit     ,Transient-Party,0
1231,95,33,1,0,0,0,160,0,1,Online TA,No Deposit     ,Transient,1
1232,81,43,2,0,0,0,80.75,0,0,Offline TA/TO,No Deposit     ,Transient,0
1233,110,8,2,0,0,0,92.2,0,2,Direct,No Deposit     ,Transient,0
1234,443,41,2,0,0,391,65,0,0,Groups,Non Refund     ,Transient,1
1235,161,32,4,0,0,0,164.7,0,1,Online TA,No Deposit     ,Transient,0
1236,451,21,2,0,0,0,60,0,0,Groups,Non Refund     ,Transient,1
1237,2,28,3,0,0,0,160,0,1,Online TA,No Deposit     ,Transient,0
1238,294,32,2,1,0,0,62,0,0,Groups,Non Refund     ,Transient-Party,1
1239,108,13,3,0,0,0,120,0,1,Online TA,No Deposit     ,Transient-Party,0
1240,4,35,4,0,0,0,60,0,0,Groups,No Deposit     ,Transient-Party,0
1241,150,24,3,0,0,0,120,0,0,Offline TA/TO,Non Refund     ,Transient,1
1242,215,48,1,0,1,0,75,0,0,Groups,No Deposit     ,Transient,0
1243,208,33,3,0,0,0,131.7,1,0,Online TA,No Deposit     ,Transient,0
1244,152,19,2,0,0,0,76.58,0,1,Online TA,No Deposit     ,Transient,0
1245,82,15,3,0,1,0,73.9,0,0,Online TA,No Deposit     ,Transient,0
1246,0,44,1,0,1,0,12,0,4,Online TA,No Deposit     ,Transient,0
1247,4,48,2,1,0,0,65,0,1,Corporate,No Deposit     ,Transient,0
1248,13,18,2,0,0,0,125.67,0,1,Online TA,No Deposit     ,Transient,0
1249,278,33,1,1,0,0,65,0,0,Groups,Non Refund     ,Transient,1
1250,203,23,3,1,0,41,65,0,0,Groups,Non Refund     ,Transient,1
1251,27,24,1,0,0,0,120,0,0,Offline TA/TO,No Deposit     ,Transient-Party,1
1252,75,38,4,0,0,0,149.4,0,3,Online TA,No Deposit     ,Transient,0
1253,41,17,1,0,1,0,120,0,0,Corporate,No Deposit     ,Transient-Party,0
1254,174,26,5,0,0,0,120.35,0,0,Direct,No Deposit     ,Transient,0
1255,2,51,0,0,1,0,0,0,1,Complementary,No Deposit     ,Transient,0
1256,1,14,1,0,0,0,250,0,2,Online TA,No Deposit     ,Transient,0
1257,50,12,1,0,0,0,97.1,0,1,Direct,No Deposit     ,Transient,0
1258,162,38,3,0,0,0,70,0,1,Offline TA/TO,No Deposit     ,Transient-Party,0
1259,43,1,1,0,0,0,107,0,0,Direct,No Deposit     ,Transient,0
1260,171,29,4,0,1,0,80.75,0,0,Online TA,No Deposit     ,Transient,1
1261,172,26,2,0,0,0,95,0,0,Offline TA/TO,No Deposit     ,Transient-Party,1
